,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Msn,week_year,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
82,260,0,138.9533333,236.7166667,133.05,234.45,127.5,261.1133333,110.2733333,258.6566667,110.5233333,327.9091667,9.033333333,568.9,111,255.0266667,116.3066667,297.2966667,103.68,285.9933333,11.3,4502.35,529.5,63.5,143,0.7,10800,2,0,0,0,0,1,0,0
83,300,0,136.8266667,237.0133333,130.8,234.7233333,127.74,261.8333333,110.04,257.6633333,109.8733333,326.38,11.66666667,572.84,110.9633333,255.4733333,115.74,295.7,103.74,285.98,16.95,4506.05,480.5,60,187.5,-2.25,14400,2,0,0,0,0,1,0,0
84,300,0,134.8033333,237.1633333,128.7983333,235.145,127.74,261.3,109.53,256.0033333,109.44,324.7133333,13.56833333,575.9041667,110.4133333,253.3066667,115.62,294.78,104.04,285.7966667,18.5,4509.05,446,60,240,-6.65,18000,2,0,0,0,0,1,0,0
85,270,0,133.0233333,238.2533333,127.18,235.9,127.74,261.45,109.1333333,254.4266667,108.8666667,323.3566667,14.56666667,560.63,110.56,255.1666667,115,292.7666667,104.34,286.2,19.2,4512.05,442,57.5,240,-6.4,21600,2,0,0,0,0,1,0,0
86,310,50,131.3533333,240.4975,125.5666667,236.12,127.2833333,260.0566667,108.6666667,253.74,108.3,327.44,14.63333333,538.8566667,110.78,257.52,114.7,293.5666667,104.56,284.4966667,19.2,4515.05,461,51.5,240,-2.85,25200,2,0,0,0,0,1,0,0
87,1410,70,126.84,206.1133333,117.59,204.0746667,119.23,222.4216667,109.32,254.1,107.5966667,335.05,14.85333333,516.3466667,109.7716667,247.105,113.7433333,286.2666667,104.14,276.68,19.2,4517.8,473,53,240,-1.05,28800,2,0,0,0,0,1,0,0
88,1240,50,124.68,215.9066667,118.9733333,214.24,121,229.7666667,120.2433333,248.0366667,107.09,324.73,15.7,509.4533333,108.3666667,230.37,112.7566667,273.61,103.74,265.72,19.2,4520.45,485,57.5,240,0.75,32400,2,0,0,0,0,1,0,0
89,750,60,125.3766667,227.35,121.1133333,225.7266667,121.8866667,235.84,120.9325926,241.4462963,106.74,317.1733333,18.04,485.9133333,107.5966667,223.88,111.8333333,264.7433333,103.74,260.2333333,20.95,4523.7,492,51.5,212.5,3.8,36000,2,0,0,0,0,1,0,0
90,750,50,125.7433333,231.0633333,122.1066667,229.19,122.78,238.78,120.7018519,241.1959259,106.44,314.9066667,22.805,473.3033333,107.24,221.3833333,111.0833333,260.5616667,103.68,256.0133333,22.9,4526.8,507,50.5,154,8.35,39600,2,0,0,0,0,1,0,0
91,1260,20,125.77,235.1,123.0050694,228.1436111,123.1233333,239.5033333,120.812963,241.9114815,106.290625,311.8369444,26.45333333,454.8133333,106.7175,220.27,110.6044444,258.8371717,103.68,253.3233333,22.7,4528.95,525.5,51.5,226,11.05,43200,2,0,0,0,0,1,0,0
92,1180,10,127.5033333,233.975,125.5993056,228.21875,123.1333333,241.1966667,120.9240741,242.627037,106.5566667,308.7820833,28.645,438.69,106.7188235,219.2163971,110.34,258.656896,104.0833333,260.1233333,24.15,4530,519.5,48,286,11.9,46800,2,0,0,0,0,1,0,0
93,380,10,129.1933333,233.4266667,127.3383333,227.4322222,123.5333333,241.47,121.0351852,243.3425926,112.635,279.3538889,31.11333333,418.2333333,106.72,218.4872222,110.1733333,257.0138889,105.8166667,277.265,25.95,4530.75,511,48,201.5,12.35,50400,2,0,0,0,0,1,0,0
94,340,10,131.5066667,229.96,129.0611111,224.5194444,124.7633333,239.575,121.1462963,244.0581481,116.895,261.7283333,30.37333333,438.9066667,106.6,217.8805556,109.8011111,255.7172222,105.2,264.8266667,20,4534.05,534,45.5,192.5,9.75,54000,2,0,0,0,0,1,0,0
95,340,0,133.82,228.0791667,131.1133333,223.4161111,126.8666667,238.7533333,121.2574074,244.7737037,120.1972222,254.2666667,25.05833333,511.0858333,106.385,218.6538889,109.72,256.3411111,104.9266667,256.52,11.45,4538.2,571,42,226,7.1,57600,2,0,0,0,0,1,0,0
96,590,30,134.34,226.8133333,131.3177778,222.6927778,127.2,237.6133333,121.3685185,245.4892593,121.2626389,250.7891667,12.84,573.565,106.22,218.7529762,114.3015385,269.8461111,104.2566667,251.5883333,14.95,4541.35,561.5,37,271,9.3,61200,2,0,0,0,0,1,0,0
